Wavelength	I1	I1 dark	R1	R1dark	XCorrect	I1c	R1c	I1c/R1c	Abs	Percent T
nm	uA	uA	uA	uA		uA	uA	uA/uA	OD	T*100
	Abs Detector Raw	Dark Offset for Abs Detector	Ref Detector Raw	Dark Offset for Ref Detector	Linear interp	Dark subtracted Abs Detector	Corrected Ref Detector	Corrected Intensity 	-Log(T)	% Transmittance
700	0.40161048341346	0.00222471215503566	0.494995574851272	6.71005246342233E-9	1.02473187446594	0.399385771258425	0.507237736393686	0.787373932582269	0.00618789742141282	98.5852864302943
698	0.406985950193551		0.502178700362496		1.02452707290649	0.404761238038515	0.514495667083745	0.786714571053194	0.00611196137967886	98.6025254956079
696	0.432106800172049		0.533251202139816		1.0254340171814	0.429882088017014	0.546813915496324	0.786157915580521	0.00607079985463407	98.6118712801668
694	0.473197079924477		0.583531680548431		1.02713179588318	0.470972367769442	0.599363936104331	0.785786964145036	0.00610733312126012	98.603576304263
692	0.51753662090378		0.637439787679779		1.0291953086853	0.515311908748745	0.65605003214343	0.785476539137009	0.00622243743081512	98.5774461250218
690	0.553400271977424		0.681107721512202		1.03111636638641	0.551175559822388	0.702301312004546	0.784813512948158	0.00629990498887189	98.5598638777176
688	0.578564093992259		0.712029256000274		1.03234148025513	0.576339381837223	0.735057329197214	0.784074056463958	0.00634146850957563	98.5504318008775
686	0.595826230059851		0.733296856576351		1.03273642063141	0.593601517904815	0.757302363991208	0.783836874318415	0.00638560150311661	98.5404176174843
684	0.604147955725217		0.743499105446342		1.03241991996765	0.601923243570181	0.767603280013341	0.784159290668638	0.00644747165889728	98.5263804215477
682	0.600918031140016		0.73979720163376		1.03160095214844	0.59869331898498	0.76317549068004	0.784476606358919	0.00647881779386573	98.5192693255212
680	0.598303730143852		0.737137241645891		1.03062152862549	0.596079017988816	0.75970950387634	0.784614401883067	0.00643695722082967	98.5287658123565
678	0.60674097704899		0.748124049087717		1.02938807010651	0.604516264893954	0.770109964183422	0.784973955680403	0.00644478414998111	98.5269901261518
676	0.621993061103881		0.767394537104166		1.027991771698	0.619768348948845	0.788875262891197	0.78563542058274	0.00648339128277828	98.5182318395935
674	0.63597050621029		0.785132879787944		1.02646279335022	0.633745794055254	0.805909682050616	0.78637322291836	0.00649047377874684	98.5166252124788
672	0.648897788403977		0.801662594452964		1.02487134933472	0.646673076248942	0.821601018011239	0.787088942287673	0.00655214670464417	98.5026361396359
670	0.661273816092656		0.817556382419053		1.02321696281433	0.659049103937621	0.836537551682456	0.787829670780626	0.00660003900301003	98.4917742527567
668	0.672150733022602		0.831551825384464		1.02134227752686	0.669926020867566	0.849299028366522	0.788798760497879	0.00661350363779227	98.4887207135866
666	0.681247164307618		0.84340186665322		1.01928961277008	0.679022452152583	0.859670755231037	0.789863384348925	0.00665466496010171	98.4793866464
664	0.688896065644242		0.85353377907893		1.01711809635162	0.686671353489206	0.868144645723653	0.790964221079568	0.00667058177117127	98.4757774615421
662	0.698836221103321		0.866559681408192		1.01487874984741	0.696611508948286	0.879452999325828	0.792096347937065	0.00669548309819086	98.470131275968
660	0.71135493631021		0.882824555141277		1.01273846626282	0.709130224155174	0.894070379157403	0.793148101856902	0.00677174268555991	98.4528420111102
658	0.727538274586891		0.903675087472326		1.01078748703003	0.725313562431855	0.913423463975357	0.794060576542649	0.00676602674820025	98.4541378000382
656	0.748866818296738		0.93103740331852		1.00910043716431	0.746642106141703	0.939510243933922	0.794714172583535	0.00681030527435219	98.4441004127978
654	0.778005652972222		0.968053305645822		1.00764882564545	0.775780940817187	0.975457769834829	0.795299360779654	0.00680629435698325	98.4450095953732
652	0.80858238202297		1.00666855113455		1.00644826889038	0.806357669867935	1.01315981388244	0.795883984756526	0.00685501431507583	98.4339664715795
650	0.829926853091528		1.03371460299087		1.00542259216309	0.827702140936493	1.03932000894948	0.796388151684978	0.00691866947952871	98.4195399213672
648	0.837256262148029		1.043495936523		1.00459063053131	0.835031549992993	1.04828623408765	0.796568268131215	0.00696812895288411	98.4083320851107
646	0.840372962762829		1.04832747806394		1.00393974781036	0.838148250607793	1.0524576172137	0.796372449492763	0.00699530768256026	98.4021737527386
644	0.848798894689046		1.05982448541734		1.00340497493744	0.84657418253401	1.06343315449537	0.796076536597856	0.00702301415395091	98.3958962379171
642	0.86383477531932		1.0795515469183		1.00290107727051	0.861610063164284	1.08268340264388	0.795809800963288	0.00699719497967873	98.4017461310598
640	0.883801516713395		1.10545664418933		1.00236213207245	0.88157680455836	1.10806787205737	0.795598200064693	0.00704650399302239	98.3905744082388
