Wavelength	I1	I1 dark	R1	R1dark	XCorrect	I1c	R1c	I1c/R1c	Abs	Percent T
nm	uA	uA	uA	uA		uA	uA	uA/uA	OD	T*100
	Abs Detector Raw	Dark Offset for Abs Detector	Ref Detector Raw	Dark Offset for Ref Detector	Linear interp	Dark subtracted Abs Detector	Corrected Ref Detector	Corrected Intensity 	-Log(T)	% Transmittance
700	0.406586618764858	0.00221484470245363	0.493990306817053	6.94227215853935E-9	1.02473187446594	0.404371774062405	0.506207605958677	0.798825954613204	-8.32370471250573E-5	100.019167875192
698	0.411699609490559		0.500881915746659		1.02452707290649	0.409484764788105	0.513167075899176	0.797956034242069	-4.98079014423241E-5	100.011469350817
696	0.43737503510818		0.532303083904422		1.0254340171814	0.435160190405726	0.545841682567315	0.797227848849855	-1.86970394138211E-6	100.000430516169
694	0.478907558112109		0.582389111348519		1.02713179588318	0.476692713409655	0.598190366711584	0.796891324128412	1.30542813329891E-5	99.9969941858158
692	0.523721816567167		0.636033732528396		1.0291953086853	0.521506971864713	0.654602926538874	0.796676810814324	7.34791858444295E-5	99.9830822234202
690	0.560366776325338		0.679866606827407		1.03111636638641	0.558151931622884	0.701021578101046	0.796197933214591	4.53312237825403E-5	99.9895626447169
688	0.586317291733965		0.711260815874138		1.03234148025513	0.584102447031511	0.734264036340181	0.79549374356243	6.17842800103213E-5	99.9857746556848
686	0.603752650738816		0.732399151971314		1.03273642063141	0.601537806036362	0.756375271510796	0.795290153834406	8.56861346260439E-5	99.9802719846023
684	0.611792596807952		0.741993618861312		1.03241991996765	0.609577752105498	0.766048985433963	0.795742522601443	7.91976226287227E-5	99.9817657361175
682	0.608670225557657		0.738393714653941		1.03160095214844	0.606455380855204	0.761727651935773	0.796157759684873	5.96826692648845E-5	99.9862585017744
680	0.605827872804592		0.735544765409015		1.03062152862549	0.603613028102138	0.75806826334346	0.796251547901376	4.29431145189217E-5	99.9901124713145
678	0.614046656575838		0.746149790907505		1.02938807010651	0.611831811873384	0.768077686126358	0.796575428403646	7.31260634152498E-5	99.9831635191416
676	0.630002138408116		0.765950369253866		1.027991771698	0.627787293705663	0.787390669985419	0.797300904920918	8.21897763987434E-5	99.9810768952521
674	0.644141250618747		0.783598314646089		1.02646279335022	0.641926405916293	0.804334507790165	0.798083881393982	7.06509232315015E-5	99.9837333468996
672	0.657306969935881		0.800080058964997		1.02487134933472	0.655092125233427	0.81997912249232	0.798913176279757	7.63738654375432E-5	99.9824158137942
670	0.669924894032848		0.815993758007479		1.02321696281433	0.667710049330394	0.834938647640414	0.799711513196068	9.90234652581413E-5	99.9772016037334
668	0.681163626428595		0.830189675168303		1.02134227752686	0.678948781726141	0.847907806525238	0.800734203059766	9.13435015550162E-5	99.9789695931979
666	0.690248860579492		0.841846358001833		1.01928961277008	0.688034015877038	0.858085241183405	0.80182478716002	1.27169031247647E-4	99.9707225351223
664	0.698457546788428		0.852509309619382		1.01711809635162	0.696242702085975	0.867102639060992	0.802953042375645	1.37272615545168E-4	99.9683968070383
662	0.707704962616862		0.864519559252131		1.01487874984741	0.705490117914408	0.877382522466874	0.804084991265648	1.71538199935478E-4	99.9605096692795
660	0.720707148562504		0.881020311327122		1.01273846626282	0.71849230386005	0.892243151809114	0.805265136978899	1.8713468900611E-4	99.9569199276004
658	0.737059779112396		0.901698394928391		1.01078748703003	0.734844934409943	0.911425447651517	0.806258960953337	1.4510696396407E-4	99.9665934680136
656	0.758707447952429		0.928980417618356		1.00910043716431	0.756492603249976	0.937434538530313	0.806981791428323	1.57527876383478E-4	99.9637344435541
654	0.788075970596496		0.965757383742436		1.00764882564545	0.785861125894043	0.973144286591112	0.807548414682559	1.68358849659384E-4	99.9612414553154
652	0.819325039920249		1.00458145350542		1.00644826889038	0.817110195217796	1.01105925785288	0.808172408166304	2.00760875838147E-4	99.9537837829891
650	0.841416560640269		1.03196762329909		1.00542259216309	0.839201715937816	1.03756355586583	0.808819576587301	1.91805309469111E-4	99.9558449465802
648	0.849110056139876		1.04196863550372		1.00459063053131	0.846895211437422	1.04675192156039	0.809069650595875	2.05220491203938E-4	99.9527573984506
646	0.852090992031661		1.04657630431794		1.00393974781036	0.849876147329207	1.05069954405163	0.808866961198039	2.3443819724393E-4	99.9460331775107
644	0.860556381777732		1.0578835491458		1.00340497493744	0.858341537075279	1.06148560915146	0.808622867493631	2.31819126830892E-4	99.9466359171231
642	0.875870644224052		1.07771674514904		1.00290107727051	0.873655799521598	1.08084327774002	0.808309416836418	2.28840092410809E-4	99.9473215014493
