Wavelength, nm	Sc/Rc	Wavelength	Signal	Baseline_Result	Baseline_Y
Raw CCD	counts/uA	nm	Sc/Rc		
	Fully Corrected Emission Spectrum		Water Raman		Baseline of "Signal"
247.749	12.0077098584418	365	139.28485657311	365	139.28485657311
248.309	-2.68407632129875	365.5	143.239012646536	365.5	138.47589823757
248.868	-4.52054959376631	366	130.39788950297	366	137.666939902031
249.428	8.75856483792223	366.5	126.075511509058	366.5	136.857981566491
249.988	4.09674806935072	367	124.276044377548	367	136.049023230952
250.549	14.9629761484984	367.5	132.388694634841	367.5	135.240064895412
251.109	4.05251823370502	368	143.268957477792	368	134.431106559872
251.669	0.649656835214563	368.5	133.633875003547	368.5	133.622148224333
252.229	11.6007687923049	369	127.693647900103	369	132.813189888793
252.79	8.56695198347752	369.5	144.162743356518	369.5	132.004231553253
253.35	4.19143322076549	370	134.978505784322	370	131.195273217714
253.911	0.861187880750308	370.5	142.046989730921	370.5	130.386314882174
254.471	12.6678234873691	371	131.239985552491	371	129.577356546634
255.032	4.79800157385852	371.5	130.694792682455	371.5	128.768398211095
255.592	12.2409155277119	372	139.971461103931	372	127.959439875555
256.153	5.95970690493439	372.5	137.993660515757	372.5	127.150481540015
256.714	-8.20991216645316	373	135.849325493738	373	126.341523204476
257.275	2.37455472715476	373.5	137.497084017747	373.5	125.532564868936
257.835	4.15551878122832	374	124.455908547197	374	124.723606533397
258.396	1.77635533994339	374.5	132.560656314751	374.5	123.914648197857
258.957	15.7247474912245	375	129.999119642402	375	123.105689862317
259.518	3.71419009189927	375.5	126.361151546557	375.5	122.296731526778
260.08	-0.770768337180421	376	127.064513236346	376	121.487773191238
260.641	12.2325758001636	376.5	121.252136984743	376.5	120.678814855698
261.202	3.55172352079523	377	114.272344155108	377	119.869856520159
261.763	6.4921682392376	377.5	110.173926998068	377.5	119.060898184619
262.325	7.62358843394732	378	98.0782043337421	378	118.251939849079
262.886	14.1981424505591	378.5	106.514654940534	378.5	117.44298151354
263.447	3.3794302785824	379	105.529156504919	379	116.634023178
264.009	6.73862125143718	379.5	101.921551667383	379.5	115.825064842461
264.571	0.271919873784445	380	101.852324424598	380	115.016106506921
265.132	-1.78151160647489	380.5	97.9553039081809	380.5	114.207148171381
265.694	3.44439105909633	381	93.4887220727706	381	113.398189835842
266.256	9.71116279637778	381.5	93.2597437513311	381.5	112.589231500302
266.817	6.15761168005927	382	89.836487647896	382	111.780273164762
267.379	-5.21554161866571	382.5	93.6159055285269	382.5	110.971314829223
267.941	12.3433732146254	383	101.431142668872	383	110.162356493683
268.503	9.24004908316798	383.5	92.8523375852387	383.5	109.353398158143
269.065	10.8335318784201	384	87.9888653941045	384	108.544439822604
269.627	5.77572192632319	384.5	97.4962907455746	384.5	107.735481487064
270.19	-1.31113504920316	385	108.36538460335	385	106.926523151524
270.752	2.62562698461178	385.5	118.643457750456	385.5	106.117564815985
271.314	2.78417985597223	386	124.900268105291	386	105.308606480445
271.876	-3.54200142574264	386.5	155.574290472183	386.5	104.499648144906
272.439	-4.15478615159156	387	178.61384878107	387	103.690689809366
273.001	-7.45578569052341	387.5	206.557465035635	387.5	102.881731473826
273.564	8.83827689199033	388	251.123464331375	388	102.072773138287
274.126	14.1304510159839	388.5	301.473925391786	388.5	101.263814802747
274.689	11.421804001161	389	352.847230218855	389	100.454856467207
275.252	9.02294482053771	389.5	420.503412125796	389.5	99.6458981316677
275.814	9.79167032796766	390	518.864446733058	390	98.836939796128
276.377	9.19391299217835	390.5	601.733515361696	390.5	98.0279814605884
276.94	24.8671040234825	391	718.647787662599	391	97.2190231250488
277.503	22.4369205829525	391.5	814.583010406625	391.5	96.4100647895091
278.066	8.07931805926118	392	922.88148515081	392	95.6011064539695
278.629	11.1017232568411	392.5	1067.95220380522	392.5	94.7921481184298
279.192	21.0622240350283	393	1194.81374096362	393	93.9831897828902
279.755	25.6033527040335	393.5	1329.65137074172	393.5	93.1742314473505
280.319	14.5747284058573	394	1452.98958334445	394	92.3652731118109
280.882	22.4002978528471	394.5	1551.97468699138	394.5	91.5563147762713
281.445	23.2065955550741	395	1665.45258272022	395	90.7473564407316
282.008	25.9145011172253	395.5	1767.38880881741	395.5	89.938398105192
282.572	13.1422141970702	396	1835.01163955689	396	89.1294397696523
283.135	18.3899501853436	396.5	1900.31238498439	396.5	88.3204814341127
283.699	21.1462826708378	397	1961.86977475844	397	87.511523098573
284.263	19.9983131001449	397.5	1972.73158952188	397.5	86.7025647630334
284.826	21.6297224544534	398	1970.22555945608	398	85.8936064274938
285.39	18.3416875767567	398.5	1925.16505684803	398.5	85.0846480919541
285.954	30.0507057730467	399	1865.48015993964	399	84.2756897564145
286.518	12.6622303009678	399.5	1815.27147195482	399.5	83.4667314208748
287.081	25.0086159421126	400	1742.53642168758	400	82.6577730853352
287.645	12.4187692172609	400.5	1638.59309950173	400.5	81.8488147497956
288.209	19.4926348887225	401	1531.65204987958	401	81.0398564142559
288.773	18.6550641297693	401.5	1407.36524393285	401.5	80.2308980787163
289.338	19.8464246994598	402	1295.21500828989	402	79.4219397431766
289.902	24.7659319169022	402.5	1158.45022966173	402.5	78.612981407637
290.466	15.8943748256158	403	1029.74101442429	403	77.8040230720973
291.03	17.9948187138381	403.5	912.181370318511	403.5	76.9950647365577
291.595	16.6360287368858	404	798.670726856286	404	76.1861064010181
292.159	22.0265916939519	404.5	697.352534043674	404.5	75.3771480654784
292.724	6.70373199078085	405	589.107387336338	405	74.5681897299388
293.288	26.9061372054204	405.5	483.802473153993	405.5	73.7592313943991
293.853	24.138123750159	406	402.044236365788	406	72.9502730588595
294.417	15.9862550887698	406.5	330.020676584424	406.5	72.1413147233199
294.982	24.0591357723744	407	273.709095036176	407	71.3323563877802
295.547	17.0103456139544	407.5	224.030223536339	407.5	70.5233980522406
296.111	22.4661515450435	408	180.578160004976	408	69.7144397167009
296.676	16.5256525610477	408.5	153.803194999507	408.5	68.9054813811613
297.241	26.663052495085	409	122.671551881134	409	68.0965230456216
297.806	19.9964199262407	409.5	100.998986421827	409.5	67.287564710082
298.371	24.3359280735917	410	88.5471202337389	410	66.4786063745424
298.936	21.4062260147906	410.5	69.6177584556556	410.5	65.6696480390027
299.501	15.6998347970353	411	58.763628490473	411	64.8606897034631
300.067	21.374088794627	411.5	59.1781387599241	411.5	64.0517313679234
300.632	19.6409191618003	412	51.4598610068393	412	63.2427730323838
301.197	10.7009665088546	412.5	40.3575969639025	412.5	62.4338146968442
301.763	29.7282938796096	413	44.9056072630776	413	61.6248563613045
302.328	17.784003376207	413.5	41.8974601605935	413.5	60.8158980257649
302.893	13.9642499757356	414	31.7230899595289	414	60.0069396902252
303.459	14.8148451077466	414.5	27.1994260998522	414.5	59.1979813546856
304.025	30.5699966030741	415	24.7093035613155	415	58.3890230191459
304.59	21.6480739813723	415.5	25.3856107620541	415.5	57.5800646836063
305.156	36.3525942628378	416	28.5645689843418	416	56.7711063480667
305.722	41.9529405551848	416.5	21.5081977286747	416.5	55.962148012527
306.287	31.517209533609	417	22.8862311114614	417	55.1531896769874
306.853	47.5991101203468	417.5	23.1731668160267	417.5	54.3442313414477
307.419	36.8273535182166	418	9.44927784318005	418	53.5352730059081
307.985	46.2627917875223	418.5	13.5610927914486	418.5	52.7263146703685
308.551	60.3748414418711	419	19.0621414776785	419	51.9173563348288
309.117	64.3859676262882	419.5	9.96184060697392	419.5	51.1083979992892
309.683	77.576634053375	420	14.4187413949063	420	50.2994396637495
310.25	73.0979984739461	420.5	14.9991749849059	420.5	49.4904813282099
310.816	82.2749936840701	421	10.4232912741712	421	48.6815229926702
311.382	90.6222642742593	421.5	15.9335930828619	421.5	47.8725646571306
311.949	111.075168478119	422	16.437486796286	422	47.063606321591
312.515	107.426225730308	422.5	10.183066360607	422.5	46.2546479860513
313.081	117.98954180206	423	12.6855445773799	423	45.4456896505117
313.648	134.715224885004	423.5	14.1825953310859	423.5	44.636731314972
314.215	132.670482640332	424	2.16604906156119	424	43.8277729794324
314.781	153.025866969184	424.5	10.3922534968866	424.5	43.0188146438928
315.348	173.605344830211	425	13.8381324564639	425	42.2098563083531
315.915	175.845245079621	425.5	16.1719812649245	425.5	41.4008979728135
316.481	189.2517339576	426	14.7226155301885	426	40.5919396372738
317.048	211.93359779021	426.5	12.0242276873467	426.5	39.7829813017342
317.615	227.393386086634	427	8.95782247504659	427	38.9740229661946
318.182	239.625147152392	427.5	4.23289271626934	427.5	38.1650646306549
318.749	255.73295465892	428	8.79579645855261	428	37.3561062951153
319.316	269.271522968467	428.5	6.31973410372739	428.5	36.5471479595756
319.883	285.925589245469	429	8.57263013796256	429	35.738189624036
320.451	294.927564522243	429.5	5.03058389207882	429.5	34.9292312884963
321.018	297.335384271185	430	4.29609664144492	430	34.1202729529567
321.585	315.905071037148	430.5	7.62409382553062	430.5	33.3113146174171
322.153	319.147205143824	431	5.89682873921289	431	32.5023562818774
322.72	326.458470280232	431.5	6.81994429673524	431.5	31.6933979463378
323.287	330.066221808168	432	7.59412632534228	432	30.8844396107981
323.855	317.474543063191	432.5	12.678654170099	432.5	30.0754812752585
324.423	340.792320343474	433	4.701872795595	433	29.2665229397188
324.99	324.935115225788	433.5	13.1602762868723	433.5	28.4575646041792
325.558	329.010160634884	434	16.0204266898707	434	27.6486062686396
326.126	332.538826865945	434.5	0.872301514542421	434.5	26.8396479330999
326.693	326.310057119227	435	5.85225782276636	435	26.0306895975603
327.261	342.863054697943	435.5	11.3474341222658	435.5	25.2217312620206
327.829	327.550157749299	436	9.00629250375141	436	24.412772926481
328.397	328.005237326807	436.5	9.38028100598927	436.5	23.6038145909413
328.965	331.843969406751	437	3.89177840028165	437	22.7948562554017
329.533	325.459325248346	437.5	3.85290357917038	437.5	21.9858979198621
330.101	316.59644526097	438	11.5952564900442	438	21.1769395843224
330.669	320.223312637823	438.5	9.36552392407995	438.5	20.3679812487828
331.238	317.190810746077	439	1.05323495970298	439	19.5590229132431
331.806	310.500415994229	439.5	3.94323139184088	439.5	18.7500645777035
332.374	300.245366963985	440	8.07931075090048	440	17.9411062421639
332.943	301.026832124834	440.5	10.4593424634188	440.5	17.1321479066242
333.511	298.887611181131	441	9.42558837727326	441	16.3231895710846
334.08	288.286086342078	441.5	7.90123572317925	441.5	15.5142312355449
334.648	280.430104941586	442	9.30451655018891	442	14.7052729000053
335.217	288.06684321039	442.5	7.54727420902053	442.5	13.8963145644656
335.785	270.552454676328	443	-0.35733191130872	443	13.087356228926
336.354	261.271600348718	443.5	2.41902330076917	443.5	12.2783978933864
336.923	249.323155618102	444	4.70016352470778	444	11.4694395578467
337.492	240.687468432577	444.5	2.9821976978787	444.5	10.6604812223071
338.061	228.389994024368	445	4.2054256211201	445	9.85152288676744
338.629	234.493704041495	445.5	9.35640575310191	445.5	9.0425645512278
339.198	226.681290784248	446	9.77584058583976	446	8.23360621568816
339.767	244.458380179283	446.5	4.43079888693154	446.5	7.42464788014851
340.337	264.523850200023	447	7.37867460462251	447	6.61568954460887
340.906	284.893442547552	447.5	5.80673120906923	447.5	5.80673120906923
341.475	324.495835801096	448	9.7364323084749	448	4.99777287352958
342.044	435.270015624692	448.5	12.9423982312354	448.5	4.18881453798994
342.613	623.964857507612	449	14.7346006989165	449	3.3798562024503
343.183	922.517193431216	449.5	14.7328927818394	449.5	2.57089786691066
343.752	1391.58688915657	450	4.20521709008496	450	1.76193953137102
344.322	2042.45310586533				
344.891	2921.04208308208				
345.461	4000.422620905				
346.03	5285.7541944802				
346.6	6742.81906997919				
347.17	8389.99716121803				
347.739	8514.64111136689				
348.309	8563.44584027151				
348.879	8548.67934800578				
349.449	8500.49690696842				
350.019	8639.81843865455				
350.589	8536.17448171369				
351.159	8606.32427991225				
351.729	8587.40676901589				
352.299	8629.21115575518				
352.87	8721.76195366953				
353.44	8652.85636101312				
354.01	8679.11861556062				
354.581	7157.99198984724				
355.151	5581.9844321322				
355.722	4203.84963807993				
356.292	3055.9562030172				
356.863	2076.29866817947				
357.434	1363.33313337209				
358.004	850.718434703783				
358.575	543.375596141783				
359.146	356.78398248887				
359.717	274.611278714461				
360.288	223.554278265851				
360.859	197.817259233075				
361.43	187.692003960114				
362.001	166.055741350738				
362.572	161.389959240181				
363.143	156.905175658879				
363.714	144.169350589725				
364.286	138.324917100892				
364.857	137.171471389677				
365.428	144.008003449845				
366	130.39788950297				
366.571	125.811591771151				
367.143	125.160816529457				
367.714	137.982021826448				
368.286	141.365580700173				
368.858	124.574849314629				
369.43	143.78962244541				
370.001	134.974124389442				
370.573	142.137606415911				
371.145	128.08629908312				
371.717	135.512936950673				
372.289	140.466714843717				
372.861	134.737415911729				
373.433	138.662872803259				
374.005	124.425198646396				
374.578	133.584600210523				
375.15	127.814076325803				
375.722	126.866499702115				
376.295	124.877295350666				
376.867	115.018851985661				
377.439	111.521141404599				
378.012	98.0342132855182				
378.584	107.755780717108				
379.157	103.573450311137				
379.73	101.972995280919				
380.302	100.248278617409				
380.875	93.8879580056015				
381.448	93.4950779087629				
382.021	89.7982521760856				
382.594	95.2019910062688				
383.167	101.022217480308				
383.74	87.4521858345257				
384.313	93.8427753363923				
384.886	105.480887565507				
385.459	118.256382041099				
386.032	126.109741217763				
386.606	162.111472884349				
387.179	186.201711646902				
387.752	227.623878565498				
388.326	283.917586209118				
388.899	342.174610572679				
389.473	415.793446607792				
390.046	527.238425706128				
390.62	625.285077773383				
391.194	763.154573733285				
391.767	862.500012422986				
392.341	1024.50437978967				
392.915	1172.72517438356				
393.489	1326.71530775281				
394.063	1466.52905348251				
394.637	1580.32599392011				
395.211	1713.43041473128				
395.785	1808.81718657046				
396.359	1879.64039400427				
396.933	1956.8463955352				
397.507	1972.7693709985				
398.082	1966.31442322758				
398.656	1905.70773992508				
399.23	1841.5885381519				
399.805	1777.02314826914				
400.379	1663.52505443927				
400.954	1542.48602538658				
401.528	1400.76347767447				
