97.679721	3307728	7.0	
99.313820	3318277	7.1	
99.509012	3396496	7.3	
100.706062	3622948	8.0	
101.487246	3906043	8.8	
101.943608	3314644	7.1	
102.152808	3328544	7.1	
102.287702	3345253	7.2	
102.393485	3404671	7.3	
102.818779	3672565	8.1	
102.904403	3369633	7.2	
103.073892	3306986	7.0	
103.388375	3397824	7.3	
103.404413	3601838	7.9	
103.798015	3335433	7.1	
104.099720	3749649	8.3	
104.138217	3675012	8.1	
104.641888	3449098	7.5	
104.935620	3412101	7.3	
105.156422	3324409	7.1	
105.520313	3952844	8.9	
106.338766	3389804	7.3	
106.444015	3372640	7.2	
106.481378	3454684	7.5	
106.750215	3337182	7.1	
106.856598	3325346	7.1	
106.873291	3344881	7.2	
107.198506	3633710	8.0	
107.440433	3426166	7.4	
108.985409	3315518	7.1	
108.998062	3556173	7.8	
109.155854	3499458	7.6	
109.300173	3538360	7.7	
109.670961	3638528	8.0	
110.482919	3669436	8.1	
110.698836	3372907	7.2	
110.792536	3704680	8.2	
111.313287	3501687	7.6	
111.479416	3292532	7.0	
111.777198	3357166	7.2	
111.860197	3347085	7.2	
112.024288	3301932	7.0	
112.076641	3410412	7.3	
112.378328	3440747	7.4	
112.426790	3510859	7.6	
112.649701	3346157	7.2	
112.937573	3357521	7.2	
112.945261	3429201	7.4	
113.013045	3297586	7.0	
113.339190	3597435	7.9	
113.589283	3352963	7.2	
114.260684	3575459	7.8	
114.395792	3397164	7.3	
114.513397	3464499	7.5	
114.667315	3361342	7.2	
115.075458	3391358	7.3	
115.100088	3436896	7.4	
115.581625	3417934	7.4	
115.975569	3461274	7.5	
116.059470	3583620	7.8	
116.217522	3423128	7.4	
116.223151	3560568	7.8	
116.692619	3293720	7.0	
117.415902	3321164	7.1	
117.418156	3628492	8.0	
117.556023	3315301	7.1	
117.760644	3426955	7.4	
117.835005	3434777	7.4	
117.877156	3324641	7.1	
117.892970	3440708	7.4	
117.926863	3591403	7.9	
118.370586	3438374	7.4	
118.609540	3654650	8.0	
118.800381	3344070	7.1	
119.358264	3394543	7.3	
119.493439	3569555	7.8	
119.778505	3431520	7.4	
120.246595	3423848	7.4	
120.431705	3322784	7.1	
120.734345	3552896	7.7	
121.201399	3439453	7.4	
121.512087	3461708	7.5	
121.862858	3359823	7.2	
121.871839	3607506	7.9	
121.981287	3412989	7.3	
123.431015	3311849	7.0	
124.154900	3542408	7.7	
124.435167	3385623	7.2	
124.477906	3332333	7.1	
126.412902	3380345	7.2	
126.414894	3455739	7.4	
126.937265	3335811	7.1	
127.260158	3456212	7.4	
127.341466	3605705	7.8	
127.415286	3770618	8.3	
127.528786	3408837	7.3	
127.715314	3415555	7.3	
128.426074	3315759	7.0	
128.817465	3362567	7.1	
129.131221	3339949	7.1	
129.373194	3427937	7.3	
130.409665	3652544	8.0	
130.483977	3333563	7.0	
130.843278	3350268	7.1	
130.867142	3337967	7.1	
132.159106	3492777	7.5	
132.363895	3394266	7.2	
132.461159	3556271	7.7	
133.218762	3747727	8.2	
133.612367	3551669	7.6	
134.112029	3710851	8.1	
134.208833	3333470	7.0	
134.448364	3376575	7.1	
134.944394	3381273	7.1	
135.087442	3479971	7.4	
135.234354	3418545	7.2	
135.325554	3920266	8.7	
135.794847	3447639	7.3	
136.093483	3429376	7.3	
136.245505	3458073	7.3	
136.640931	3878056	8.5	
137.087888	3841394	8.4	
137.325244	3695208	8.0	
137.628156	3589027	7.7	
138.885955	3470943	7.4	
139.045509	3351308	7.0	
139.325541	3371966	7.1	
139.622163	3395651	7.1	
139.634354	3571601	7.6	
139.769044	3473094	7.4	
140.025262	3374658	7.1	
140.208518	3475598	7.4	
141.316600	3471859	7.3	
141.678399	3681939	7.9	
142.387386	3388489	7.1	
142.484708	3432891	7.2	
142.798119	3762219	8.1	
145.220246	3383175	7.0	
145.325743	3403400	7.1	
147.421106	3820465	8.3	
147.989345	3477117	7.3	
149.050749	3480256	7.3	
149.591714	3681140	7.8	
149.820220	3543065	7.5	
151.022615	3455911	7.2	
151.447891	3486798	7.3	
152.661201	3458808	7.2	
152.733094	3605462	7.6	
154.014067	3497952	7.3	
156.008933	3767959	8.0	
156.027806	3469232	7.2	
156.847077	3464290	7.2	
157.245126	3586411	7.5	
157.957491	3483151	7.2	
157.998706	3466821	7.2	
158.143883	3460098	7.1	
161.030292	3595429	7.5	
161.081098	3451879	7.1	
162.579083	3542116	7.3	
162.689638	3868913	8.2	
163.177503	3445596	7.1	
164.088236	3537239	7.3	
164.251133	3487139	7.1	
165.591600	3623714	7.5	
166.287262	3768951	7.9	
166.470870	3562582	7.3	
168.093227	3451123	7.0	
168.618721	4126559	8.9	
170.169607	3723362	7.7	
172.430204	3646515	7.5	
172.707303	3698525	7.7	
174.625008	3573685	7.3	
176.133535	3895313	8.2	
182.797527	3899930	8.1	
194.049908	3667820	7.5	
209.132017	3618438	7.3	
213.165751	3530511	7.0	
216.517471	3616601	7.3	
219.311198	3544500	7.1	
220.363076	3630095	7.3	
222.907544	3729272	7.6	
227.567391	3713966	7.5	
231.650672	3922089	8.1	
232.230923	3552364	7.1	
233.363587	3587586	7.2	
235.518564	3645287	7.3	
237.268299	3736861	7.6	
247.401848	3549232	7.0	
247.915583	3681686	7.4	
249.299454	3629507	7.2	
255.232959	8433273	20.2	
255.735411	3635495	7.2	
256.293593	3803630	7.7	
