230,0.01885
231,0.017871
232,0.016856
233,0.015835
234,0.014815
235,0.013713
236,0.013039
237,0.012745
238,0.01222
239,0.01199
240,0.011855
241,0.011597
242,0.011587
243,0.011478
244,0.011466
245,0.011433
246,0.011416
247,0.011463
248,0.011533
249,0.011603
250,0.011664
251,0.01176
252,0.01188
253,0.01202
254,0.012284
255,0.012305
256,0.012427
257,0.012595
258,0.012608
259,0.012773
260,0.012761
261,0.012798
262,0.012793
263,0.012888
264,0.012913
265,0.012933
266,0.012771
267,0.012537
268,0.012687
269,0.012543
270,0.012176
271,0.012122
272,0.011936
273,0.011661
274,0.011474
275,0.011048
276,0.010837
277,0.010588
278,0.010297
279,0.01005
280,0.009505
281,0.009581
282,0.008953
283,0.008495
284,0.008069
285,0.007631
286,0.00732
287,0.00713
288,0.006604
289,0.006196
290,0.005895
291,0.005508
292,0.005356
293,0.005031
294,0.004811
295,0.004559
296,0.00438
297,0.004073
298,0.003832
299,0.003734
300,0.003491
301,0.00335
302,0.003275
303,0.002942
304,0.002774
305,0.00275
306,0.002704
307,0.002484
308,0.00259
309,0.002221
310,0.002373
311,0.002172
312,0.001872
313,0.001964
314,0.002065
315,0.001892
316,0.001812
317,0.001566
318,0.001625
319,0.001687
320,0.001441
321,0.001389
322,0.001524
323,0.001581
324,0.001496
325,0.001434
326,0.00135
327,0.00161
328,0.001404
329,0.00128
330,0.00171
331,0.001528
332,0.001242
333,0.001635
334,0.001707
335,0.001313
336,0.001226
337,0.000622
338,0.001369
339,0.002475
340,0.000732
341,0.002216
342,0.001886
343,0.000984
344,0.001397
345,0.00186
346,0.001544
347,0.001867
348,0.001561
349,0.001535
350,0.001696
351,0.001477
352,0.00127
353,0.001787
354,0.00116
355,0.001496
356,0.001194
357,0.001388
358,0.0017
359,0.00216
360,0.001728
361,0.001573
362,0.001727
363,0.002099
364,0.00167
365,0.001668
366,0.001913
367,0.001426
368,0.001608
369,0.001471
370,0.001931
371,0.00101
372,0.001218
373,0.002085
374,0.001634
375,0.002418
376,0.001727
377,0.002295
378,0.002178
379,0.002298
380,0.002069
381,0.001601
382,0.00172
383,0.001501
384,0.002028
385,0.002034
386,0.001775
387,0.001633
388,0.001964
389,0.001483
390,0.001784
391,0.001873
392,0.001905
393,0.002091
394,0.001867
395,0.001955
396,0.001701
397,0.002083
398,0.001616
399,0.001789
400,0.001972
401,0.001911
402,0.001488
403,0.001893
404,0.001751
405,0.002007
406,0.001859
407,0.002096
408,0.001993
409,0.001924
410,0.002381
411,0.001998
412,0.002111
413,0.001753
414,0.002213
415,0.001932
416,0.001472
417,0.0016
418,0.001873
419,0.001922
420,0.001976
421,0.001434
422,0.002359
423,0.001942
424,0.002038
425,0.002102
426,0.002259
427,0.002716
428,0.001919
429,0.001801
430,0.002035
431,0.002065
432,0.002376
433,0.002325
434,0.002209
435,0.002221
436,0.002041
437,0.00188
438,0.001848
439,0.002242
440,0.001953
441,0.002057
442,0.001896
443,0.002099
444,0.001784
445,0.002102
446,0.001899
447,0.001758
448,0.001701
449,0.001716
450,0.001779
451,0.0015
452,0.001691
453,0.001582
454,0.001622
455,0.002136
456,0.001652
457,0.001559
458,0.001714
459,0.001326
460,0.00145
461,0.00143
462,0.001295
463,0.001261
464,0.001042
465,0.001321
466,0.000881
467,0.00096
468,0.0011
469,0.000968
470,0.001001
471,0.000719
472,0.000673
473,0.001251
474,0.000456
475,0.000891
476,0.000672
477,0.000858
478,0.000889
479,0.001012
480,0.000596
481,0.000669
482,0.000695
483,0.000533
484,0.000459
485,0.00066
486,0.000783
487,0.00049
488,0.000603
489,0.000727
490,0.00074
491,0.000553
492,0.000487
493,0.000421
494,0.000594
495,0.000524
496,0.000367
497,0.000624
498,0.000372
499,0.000554
500,0.000428
501,0.000633
502,0.000213
503,0.000782
504,0.000111
505,0.000499
506,0.000289
507,0.000556
508,0.000755
509,0.000306
510,0.000428
511,0.000281
512,-0.000126
513,0.000509
514,0.000605
515,0.000031
516,0.000308
517,0.000761
518,0.000137
519,0.00038
520,0.000155
521,0.000615
522,0.00056
523,0.000603
524,0.000382
525,0.000609
526,0.000642
527,0.000554
528,0.00034
529,0.000939
530,0.000782
531,0.000603
532,0.000778
533,0.000687
534,0.000708
535,0.000766
536,0.001099
537,0.000601
538,0.000739
539,0.000806
540,0.000842
541,0.000686
542,0.000953
543,0.001082
544,0.000662
545,0.00091
546,0.0008
547,0.000789
548,0.000455
549,0.00074
550,0.000831
551,0.000473
552,0.000682
553,0.000907
554,0.0009
555,0.000767
556,0.000729
557,0.00095
558,0.000593
559,0.000256
560,0.000762
561,0.000627
562,0.001171
563,0.000608
564,0.00034
565,0.001449
566,0.000697
567,0.001355
568,0.000626
569,0.000553
570,0.001147
571,0.000754
572,0.000515
573,0.001044
574,0.001106
575,0.000834
576,0.000229
577,0.000615
578,0.000875
579,0.000864
580,0.001092
581,0.000855
582,0.000684
583,0.000652
584,0.000811
585,0.000556
586,0.000795
587,0.000471
588,0.001392
589,0.001287
590,0.000808
591,0.001121
592,0.00044
593,0.001275
594,0.001408
595,0.000606
596,0.000567
597,0.001224
598,0.000708
599,0.00132
600,0.001288
601,0.001351
602,0.000837
603,0.001676
604,0.001271
605,0.001147
606,0.00146
607,0.001368
608,0.001434
609,0.001067
610,0.00171
611,0.001589
612,0.001465
613,0.001564
614,0.002346
615,0.001245
616,0.000741
617,0.002185
618,0.001963
619,0.001519
620,0.002021
621,0.002268
622,0.001475
623,0.00153
624,0.001323
625,0.001788
626,0.001745
627,0.000881
628,0.000888
629,0.002304
630,0.000851
631,0.001069
632,0.001896
633,0.002127
634,0.000599
635,0.001958
636,0.000766
637,0.000881
638,0.002016
639,0.001835
640,0.001658
641,0.00148
642,0.001129
643,0.000214
644,0.001952
645,0.001459
646,0.00141
647,0.002171
648,0.001001
649,0.001596
650,0.000921
651,0.000468
652,0.001539
653,0.001594
654,-0.000243
655,0.002012
656,-0.000289
657,0.000465
658,0.001117
659,0.000574
660,0.000699
661,0.000855
662,0.0004
663,0.000502
664,-0.000714
665,0.001061
666,-0.00048
667,0.00042
668,0.000519
669,0.000634
670,0.000772
671,0.000782
672,0.000075
673,0.000731
674,0.000484
675,-0.000477
676,0.00067
677,0.00076
678,0.000498
679,0.000806
680,0.000672
681,0.000424
682,-0.000109
683,0.000309
684,0.000967
685,0.000305
686,0.000799
687,0.00062
688,-0.000223
689,-0.0005
690,0.000965
691,0.000837
692,0.000766
693,-0.000391
694,0.000134
695,0.00014
696,0.001075
697,-0.000466
698,0.000198
699,0.000579
700,0.000311
701,0.000337
702,0.000754
703,-0.000006
704,-0.000366
705,0.000332
706,0.000052
707,0.000747
708,0.000462
709,0.001566
710,0.000001
711,0.001283
712,0.000086
713,0.000711
714,-0.000185
715,0.000366
716,0.000397
717,0.000806
718,0.000176
719,0.000426
720,-0.001174
721,-0.000734
722,0.001243
723,0.000632
724,0.001204
725,0.000862
726,0.000646
727,-0.000198
728,0.001374
729,0.000371
730,0.00037
731,0.000243
732,0.000293
733,0.001945
734,0.002514
735,0.000751
736,0.000901
737,0.000462
738,-0.000926
739,0.000613
740,-0.000767
741,0.001962
742,0.000511
743,-0.000292
744,0.000257
745,0.000529
746,0.001242
747,0.000427
748,0.000474
749,0.000697
750,-0.00002
751,0.002268
752,0.001568
753,0.001042
754,0.000134
755,0.001229
756,0.000273
757,0.001095
758,-0.000684
759,0.001869
760,0.000057
761,-0.000052
762,0.000999
763,-0.000314
764,-0.000685
765,0.001187
766,0.001484
767,0.001082
768,-0.00026
769,0.000492
770,-0.000105
771,0.001147
772,-0.001459
773,-0.000754
774,-0.001302
775,0.002434
776,-0.000975
777,0.00086
778,0.002232
779,0.002046
780,-0.001019
781,-0.000864
782,0.000484
783,0.003135
784,0.000986
785,0.001767
786,0.000207
787,0.000377
788,-0.001391
789,-0.001239
790,-0.000146
791,0.000228
792,0.000363
793,-0.001604
794,-0.000453
795,0.00114
796,0.000476
797,0.000623
798,-0.000182
799,-0.001244
800,0.000339
